"","Drone_1","Drone_2","Drone_3","Drone_4","Drone_5","Drone_6","Queen_1","Queen_2","Queen_3","Queen_4","queen_5","Queen_6","Worker_1","Worker_2","Worker_3","Worker_4","Worker_5","Worker_6"
"LOC551360",13.137,19.269,36.364,19.212,22.88,40.504,19.34,20.597,19.016,38.736,21.655,15.751,60.03,25.294,16.862,29.528,39.768,7.894
"Mir184",7.871,10.033,6.055,14.713,8.707,9.149,31.84,7.321,15.464,10.281,7.454,0,11.73,8.746,9.838,22.263,7.168,5.442
"LOC107965474",0.288,0.524,0.277,0,0.455,0.279,0.529,0.536,0.236,1.075,0.545,0.926,1.609,0.533,0.771,1.018,2.098,0.498
"LOC726724",11.343,11.857,8.585,9.637,11.742,8.85,3.235,6.399,5.459,4.85,4.674,4.391,7.19,9.627,6.751,7.148,6.551,3.857
"LOC724629",8.786,7.483,9.812,5.779,11.869,10.157,12.507,7.645,6.032,7.404,6.173,7.597,10.031,6.561,12.905,13.277,11.356,14.451
"LOC107965416",2.008,1.558,2.933,1.517,1.881,1.945,1.436,2.007,2.131,1.388,2.184,2.871,3.118,1.722,2.723,2.498,3.048,3.021
"LOC552536",85.33,96.779,73.858,72.124,85.19,67.968,119.156,98.935,122.951,90.63,121.178,115.049,70.771,100.765,107.877,78.325,85.183,116.32
"LOC100577914",0.415,0.441,0.266,0.118,0.219,0.268,0.254,0.257,0.057,0.194,0.131,0.222,0.451,0.128,0.124,0.245,0.252,0.12
"LOC413940",120.716,128.074,113.286,118.763,114.803,112.976,96.276,102.859,94.4,106.937,97.437,109.648,102.31,106.454,91.97,96.643,88.891,100.567
"LOC551431",19.493,18.872,22.706,18.953,17.626,21.341,31.552,21.452,27.363,25.935,29.769,27.375,20.074,19.956,25.739,19.05,25.815,30.668
"LOC113218663",1.065,0,1.024,0,0.841,0,0.49,0.495,0.436,0.994,3.025,0,1.984,0,0,0,0.485,1.38
"LOC100577976",17.94,15.146,16.782,21.201,19.459,16.113,31.638,32.161,25.5,24.346,30.889,23.431,19.292,24.615,20.823,25.371,21.684,24.384
"LOC552155",3.309,2.201,3.794,1.838,3.62,2.589,6.084,4.143,4.48,4.274,4.941,2.865,3.2,4.242,7.954,3.937,5.447,8.469
"LOC408632",85.347,74.439,85.241,85.93,74.019,81.822,82.028,98.94,88.025,96.889,91.37,94.41,88.245,83.51,81.13,87.167,72.957,86.4
"LOC113219286",0.26,1.423,0.25,0.443,1.441,0.252,0,1.211,0.64,0.729,0.493,1.117,0.728,1.206,0.233,0.691,0.237,0.9
"LOC411207",174.909,177.989,295.595,139.602,111.112,169.218,189.322,308.356,252.819,315.09,251.865,248.643,196.887,157.654,94.887,137.691,142.206,71.024
"LOC726871",97.696,69.175,62.238,60.045,61.306,49.132,33.621,37.806,41.04,29.515,36.305,35.355,46.097,42.896,37.533,45.356,32.129,35.774
"LOC409108",5.478,4.671,6.732,5.551,5.722,5.422,3.022,3.405,3.915,4.986,3.087,3.968,6.023,5.542,4.259,5.019,6.108,3.614
"LOC725835",95.301,103.162,75.29,81.184,90.125,98.123,79.799,104.467,93.985,93.814,125.541,91.984,119.517,109.087,128.636,123.81,116.625,105.924
"LOC552773",0.366,1.333,1.173,0.104,0.578,0.827,0.337,0.794,1.199,1.138,1.733,1.57,2.386,0.565,0.763,0.539,2.667,0.527
"LOC102654488",16.802,18.078,19.362,18.051,16.677,20.847,17.362,20.02,19.892,19.951,21.696,19.056,18.624,20.572,21.076,19.269,20.105,22.441
"LOC102654156",1.34,1.162,1.074,1.6,1.336,1.947,3.932,12.616,6.348,3.633,5.531,1.916,1.605,1.241,1.225,1.749,1.889,0.496
"LOC411482",76.707,83.561,78.72,62.904,76.139,76.146,118.239,102.766,119.805,100.584,137.87,105.97,103.081,100.355,117.04,102.881,121.982,124.998
"LOC408478",104.07,91.605,105.095,106.577,92.179,94.6,68.163,77.964,72.029,78.099,70.004,94.606,71.602,90,75.862,70.015,70.202,63.265
"LOC102656294",27.026,40.383,113.585,30.67,51.112,65.928,27.205,43.527,43.018,88.426,53.2,41.25,80.121,57.521,32.62,39.316,85.228,40.387
"LOC410172",109.051,145.199,85.625,123.223,152.446,138.224,145.323,138.38,164.224,131.82,183.565,126.884,143.084,164.982,175.416,139.534,139.894,182.548
"LOC726076",1.525,3.055,1.408,1.762,2.796,2.364,1.907,2.1,1.648,2.163,2.253,1.57,2.046,1.469,1.362,2.426,2.611,1.107
"LOC725638",20.42,18.086,18.997,18.481,24.115,21.929,39.996,26.53,33.068,26.196,30.898,23.321,27.289,21.271,36.86,28.937,27.287,28.677
"LOC100577763",22.451,18.743,21.327,23.506,23.725,21.58,31.865,29.313,34.125,24.392,35.979,24.748,32.712,24.334,41.036,26.736,30.177,30.249
"LOC724907",55.394,66.28,50.442,55.741,66.203,39.866,87.629,82.037,80.177,69.581,90.259,85.018,81.643,93.484,100.433,89.922,85.177,86.718
"LOC107965402",0.423,0.192,0.9,0.411,0.525,1.053,0.25,0.169,0.346,0.366,0.2,0.389,0.225,0.336,0.324,0.187,0.22,0.235
"LOC727444",4.279,10.039,5.144,4.964,6.827,4.065,3.707,3.674,3.099,3.532,1.792,3.529,1.303,5.334,1.469,1.091,2.398,2.418
"LOC102653936",1.768,2.243,2.215,2.366,1.989,6.9,2.216,1.993,1.929,3.448,2.282,2.814,1.696,3.075,1.243,1.136,1.61,1.065
"LOC412398",14.907,15.226,17.023,14.367,13.398,11.415,12.377,14.126,14.719,14.038,13.719,18.978,9.502,14.536,13.143,10.705,11.369,13.446
"LOC113219218",0,0.287,0.606,0.535,0.249,0.305,1.447,0,0.773,0,1.193,2.363,0.293,0.583,0.281,0,0.86,0.272
"LOC411766",4.384,4.566,3.8,4.712,4.907,3.957,8.946,6.085,7.313,4.71,6.856,5.626,6.001,4.951,7.264,6.516,5.625,6.085
"LOC551606",65.049,63.87,60.59,61.216,73.293,72.612,92.522,80.72,87.156,88.175,99.304,77.871,68.33,69.549,84.381,82.118,85.401,98.315
"LOC724785",161.346,157.725,145.725,151.359,143.255,152.893,120.038,145.516,147.122,162.628,156.206,147.355,160.833,144.593,147.124,158.157,150.471,148.598
"LOC726286",28.431,29.955,23.181,26.262,21.697,13.793,15.102,23.824,16.112,16.777,18.271,21.207,22.678,35.46,29.593,32.604,23.279,34.231
"LOC411126",12.283,12.172,14.038,11.707,10.813,12.843,10.047,11.249,9.926,12.503,10.11,10.586,13.2,10.702,9.364,11.274,10.038,7.131
"LOC100578852",25.107,19.656,28.418,29.466,21.768,22.615,38.89,38.847,41.585,34.042,48.568,34.458,29.39,25.554,38.334,29.142,29.625,30.014
"LOC552056",189.07,192.932,190.297,187.607,189.162,199.279,319.651,229.766,275.034,246.836,277.786,256.582,188.792,206.902,227.699,228.039,239.031,292.924
"LOC113219024",0,0,0,0,0,0,0,0,0,0,2.305,0,0,0,0,0,0,1.052
"LOC725850",18.017,15.562,14.883,18.84,15.878,15.885,33.341,25.568,25.148,28.662,29.092,17.087,24.311,19.249,26.81,22.05,25.242,26.55
"LOC724341",143.583,137.007,144.388,145.162,137.053,149.595,139.6,117.243,120.408,118.547,124.611,124.218,142.06,137.034,147.692,150.012,150.949,197.816
"Mir9885",1.788,0,0,0,0,5.196,11.507,3.326,0,0,0,0,0,0,3.193,0,1.628,0
"LOC412744",24.862,26.688,23.804,22.876,26.335,24.922,26.251,26.66,26.928,27.449,24.674,26.655,28.415,24.93,24.814,26.581,23.827,24.864
"LOC552130",93.212,132.459,85.092,101.485,109.206,64.554,76.223,142.364,88.762,93.579,104.517,97.147,101.567,121.408,84.108,100.813,82.472,75.163
"LOC552042",24.113,15.093,21.739,23.304,23.22,22.48,28.127,19.765,23.44,23.059,26.545,21.328,20.494,20.931,29.064,25.176,26.487,26.7
"LOC552634",110.352,110.596,103.074,109.595,104.831,103.39,82.694,91.888,84.666,91.959,86.432,94.696,96.196,90.446,89.646,94.869,83.452,99.697
"LOC102656404",0.237,0.108,0,0.05,0.094,0.172,0,0,0.097,0.055,0,0.063,0.11,0.055,0.106,0.105,0.108,0.051
"LOC727561",172.605,153.671,167.069,195.713,161.494,162.7,176.634,165.09,160.396,165.296,165.939,168.352,159.542,144.469,174.773,169.759,156.384,196.53
"LOC410319",43.768,45.068,43.664,54.87,45.767,45.078,50.105,54.503,45.593,47.437,47.95,53.274,43.23,43.482,46.333,45.015,39.646,41.291
"LOC100576257",0.627,0.228,0.483,0.48,0.05,0.729,0.173,0.35,0.359,0.468,0,0.134,0.351,0.116,0.392,0.61,0.286,0.108
"LOC408952",79.817,89.357,77.886,84.289,81.915,77.424,80.215,73.97,72.071,71.178,64.484,75.085,74.37,71.43,67.066,69.354,65.221,66.364
"LOC100577308",9.39,6.217,8.551,7.796,7.532,8.888,9.221,6.484,7.686,9.424,7.747,7.169,8.083,7.904,11.368,9.745,12.632,13.524
"LOC725529",88.249,62.446,66.643,67.043,69.097,63.505,95.038,59.33,62.701,70.963,64.951,58.561,72.087,86.737,86.892,91.369,92.596,103.482
"LOC100577382",49.975,37.889,49.085,42.461,38.504,45.42,31.993,25.972,38.192,35.066,36.041,31.525,56.652,35.46,70.819,61.15,64.459,88.89
"LOC107964885",0.817,0.372,0.393,0.26,0.403,0.692,0.282,0.095,0.418,0.286,0.29,0.109,0.57,0.378,0.273,0.09,0.186,0.088
"LOC102656356",0,0,0.328,0,0,0,0,0,0.07,0,0,0.091,0,0.158,0.381,0.151,0,0.074
"LOC100578747",3.215,5.218,10.62,4.157,3.535,9.072,2.056,4.291,3.548,5.608,2.515,4.047,3.125,2.071,3.495,4.942,1.782,1.208
"LOC725046",41.082,31.562,33.338,41.587,37.88,38.701,33.896,39.435,31.633,43.915,27.497,24.986,43.572,37.249,26.169,38.589,36.759,16.44
"LOC113218859",0.05,0.182,0.144,0.042,0.079,0.338,0.138,0.186,0.123,0.233,0.047,0.214,0.093,0.139,0.134,0,0,0.173
"LOC409362",69.092,70.738,68.816,53.758,56.742,49.701,50.724,53.85,52.622,56.138,56.62,58.948,49.09,63.506,49.09,49.884,47.996,50.579
"LOC551983",63.532,61.314,58.103,64.894,57.812,59.981,77.971,65.256,70.246,62.27,69.572,65.316,67.307,71,68.641,71.679,75.129,80.319
"LOC552840",30.855,30.814,35.121,41.329,32.713,37.357,30.538,32.946,36.211,31.871,35.032,30.042,37.829,35.274,47.506,46.473,38.706,46.392
"LOC113218715",19.949,17.072,18.416,18.983,19.23,18.936,16.506,19.298,13.717,12.656,9.445,8.555,15.979,12.93,12.468,16.574,9.446,6.896
"LOC412299",4.988,4.805,4.518,5.47,4.858,7.135,5.492,6.528,6.505,7.359,5.438,4.166,8.698,5.532,8.441,6.818,7.5,4.862
"LOC413233",161.48,164.367,149.762,164.5,182.308,151.07,243.23,234.795,261.687,189.387,218.714,207.575,239.969,205.06,293.844,257.006,258.808,279.21
"LOC113218617",3.408,23.712,2.107,3.516,32.503,2.829,2.462,4.755,0.399,1.135,5.071,1.044,0.907,7.663,0.869,2.151,5.32,1.262
"LOC727370",32.574,32.276,34.618,26.723,28.444,31.328,20.582,22.992,24.616,25.397,24.579,29.555,23.505,32.852,25.229,23.628,24.606,27.853
"LOC725052",0.066,0.06,0.064,0.056,0,0,0,0,0.054,0,0.063,0,0.062,0,0.178,0.059,0,0
"LOC100576597",0.438,0.708,1.092,0.508,0.819,1.332,0.385,0.241,0.473,0.316,0.377,0.278,0.39,0.406,0.48,0.352,0.272,0.224
"LOC100576425",16.732,12.824,10.672,7.688,10.658,5.457,4.474,4.963,4.647,5.615,5.821,4.988,12.086,9.96,5.907,12.111,12.283,6.492
"LOC100578901",28.69,29.255,22.734,23.791,27.022,20.675,37.772,28.821,41.147,28.694,40.427,30.267,29.074,25.502,33.197,25.562,32.815,39.671
"LOC410571",40.082,44.358,51.692,42.871,48.033,50.383,63.382,60.108,68.501,52.644,65.073,68.135,43.845,46.432,61.631,50.228,49.316,62.966
"LOC113218583",9.832,12.622,7.564,10.693,19.5,12.285,20.339,17.194,16.822,14.402,16.759,12.544,20.147,14.748,24.931,17.902,20.951,21.073
"KEF36_p04",13.166,15.983,4.22,6.059,8.236,1.063,51.445,32.148,16.167,23.544,41.56,5.882,27.081,22.35,11.265,22.79,44.462,6.163
"LOC409296",721.829,761.483,714.289,758.701,698.21,719.808,877.303,817.989,753.376,771.152,756.745,814.802,710.293,690.518,665.763,687.687,611.038,716.257
"LOC409467",3.957,4.438,5.43,3.649,3.737,5.703,4.171,3.591,4.109,3.737,3.656,4.501,3.686,3.664,5.989,4.65,3.78,4.713
"LOC113218903",17.874,15.91,18.647,14.441,11.916,11.825,7.116,7.348,7.838,5.807,3.778,8.983,12.412,13.595,8.834,8.887,8.865,4
"LOC100578581",10.393,10.378,10.639,9.542,11.655,8.93,14.024,14.812,15.78,12.198,16.826,9.525,7.65,9.933,12.422,12.89,12.67,14.631
"LOC413854",19.248,20.557,20.771,21.847,23.142,18.502,25.171,19.863,20.407,17.821,22.402,22.632,23.95,23.764,27.68,22.771,26.895,29.291
"LOC100578513",12.671,12.542,13.247,12.142,15.308,12.487,22.553,15.691,20.382,14.57,21.207,14.69,17.771,15.961,22.296,17.841,17.375,25.275
"LOC412916",97.19,70.376,99.551,87.225,70.649,74.417,27.521,46.637,40.052,51.299,35.934,46.297,62.388,60.356,51.08,54.955,49.289,33.402
"LOC107965926",1.162,1.455,0.838,0.494,2.066,0.844,2.003,1.892,1.308,0.813,1.238,0.623,0.271,0.673,0.389,0.385,0.926,0.753
"Mir6000b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC411252",11.166,11.118,10.098,9.084,9.348,9.573,12.101,11.005,11.863,12.812,13.004,18.339,8.94,10.075,9.8,10.08,8.265,8.007
"LOC113219130",2.115,2.995,1.958,1.597,2.971,3.111,1.512,2.04,1.346,1.242,1.558,0.756,2.626,2.393,1.329,1.662,2.211,1.083
"LOC409170",17.705,19.337,19.913,22.431,18.685,19.391,24.243,22.666,21.791,19.028,21.476,23.811,18.471,19.898,21.281,20.017,18.088,21.14
"LOC727505",0.9,0.491,1.038,1.07,0.711,0.523,1.819,0.669,0.589,0.671,1.193,0.964,0.503,0.666,0.964,1.431,1.147,0.466
"LOC412580",36.995,38.15,36.421,37.469,37.798,38.174,57.382,45.245,43.896,38.411,40.027,56.077,30.977,34.186,46.307,37.943,36.891,47.356
"LOC410218",86.4,82.34,74.867,76.049,91.842,93.771,154.152,89.327,123.135,93.366,128.759,86.3,90.171,107.626,130.277,93.398,128.349,136.31
"LOC107964300",2.395,1.301,2.182,1.678,1.793,1.791,1.352,1.094,0.894,1.058,0.875,1.667,1.8,1.906,1.501,1.411,1.339,0.763
"LOC552567",95.902,95.022,92.095,95.814,93.831,89.506,104.544,93.393,109.589,100.071,109.336,105.557,101.843,101.929,111.845,108.052,102.817,110.701
"LOC100577579",18.326,20.572,19.676,17.536,19.4,23.265,22.083,21.018,25.051,20.749,25.273,17.168,16.903,15.486,21.763,23.117,25.276,21.681
"LOC724335",0.402,0.439,0.541,0.478,0.571,0.7,0.665,0.075,0.329,0.075,0.532,0.172,0.524,0.446,0.287,0.355,0.512,0
"LOC551291",132.682,173.716,140.895,150.217,154.275,130.668,117.846,124.236,116.611,123.985,102.933,134.179,105.078,128.495,101.392,95.195,96.909,99.17
"LOC413138",39.591,43.139,45.328,45.59,38.191,39.133,43.789,45.615,43.174,39.174,39.829,50.195,33.855,39.173,37.992,35.119,37.98,39.974
"LOC102654867",283.337,358.753,199.537,319.223,304.199,232.709,144.852,102.06,139.552,159.399,101.739,177.422,42.59,223.856,60.752,75.658,43.98,55.965
"LOC724877",22.437,23.44,20.443,19.397,23.8,22.33,24.237,24.052,23.188,20.514,24.593,22.491,22.935,20.982,24.789,23.351,23.803,23.898
"LOC408538",9.69,33.285,28.465,25.823,19.212,125.432,39.929,24.337,30.937,74.628,47.384,31.64,21.005,43.966,14.708,16.274,7.14,8.527
"LOC409919",7.929,7.062,8.453,8.567,6.946,7.93,4.397,5.611,4.762,6.231,3.999,4.158,11.198,9.935,6.233,8.303,9.065,4.134
"LOC409674",0.999,0.697,1.441,1.245,0.816,2.162,0.857,0.868,1.2,1.616,1.293,0.821,2.172,1.357,2.022,1.619,2.123,1.008
"LOC412422",30.892,29.321,33.648,32.243,29.709,24.884,22.267,26.959,23.439,27.089,23.715,31.505,24.108,30.063,22.984,21.887,22.566,17.768
"LOC102656554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC113219209",0.792,0.962,0.254,0.449,0.209,0.384,0,0,0,0,0,0.142,0,0.244,0.118,0,0.12,0
"LOC100576147",0.177,0.032,0.102,0.18,0.112,0.274,0.13,0.099,0.087,0.033,0.234,0.114,0.23,0.098,0,0.094,0.161,0.092
"LOC408790",11.251,9.917,10.819,10.776,10.021,7.876,15.28,9.038,12.015,9.829,12.446,9.595,11.289,10.749,12.876,12.159,11.875,14.408
"LOC100576185",15.609,11.987,16.078,17.764,13.236,15.795,13.592,10.771,15.53,12.935,12.017,13.401,14.804,11.603,17.788,14.133,15.601,20.865
"LOC408714",30.507,19.643,17.784,33.806,24.658,20.83,8.05,8.992,8.114,10.882,6.302,9.388,10.798,13.88,7.787,11.362,8.963,8.203
"LOC409665",164.015,144.306,138.463,167.158,139.703,142.56,59.325,97.833,74.391,94.595,66.697,75.175,90.618,114.59,71.449,91.838,69.07,43.388
"LOC412085",7.603,8.15,6.132,5.626,10.077,7.246,20.632,10.266,10.942,7.666,13.355,10.518,8.567,8.63,16.642,12.031,14.294,19.182
"LOC411463",21.39,21.248,21.112,21.115,19.11,17.066,12.426,14.552,14.36,14.811,9.86,15.343,14.691,16.338,11.22,14.123,13.92,10.063
"LOC727000",22.886,18.334,23.164,23.92,21.973,20.115,14.211,16.641,14.083,16.131,12.103,13.733,13.557,16.552,11.756,14.282,12.955,7.681
"LOC414009",10.277,7.692,7.094,9,7.274,8.245,9.796,9.384,9.032,9.824,9.673,9.261,9.69,9.283,9.345,8.582,5.569,6.92
"LOC552823",29.202,29.583,30.273,24.381,31.676,24.851,55.868,36.662,49.191,33.229,49.472,35.47,33.959,35.01,48.678,35.956,40.043,49.963
"LOC107964891",64.153,63.208,58.651,58.688,59.3,60.947,89.36,72.425,85.464,81.171,91.875,79.898,58.607,53.054,58.847,66.802,58.101,68.961
"LOC726721",179.774,164.693,147.181,158.141,202.143,188.065,195.861,158.528,191.372,217.239,219.082,168.496,163.613,181.685,168.014,175.746,200.979,242.735
"LOC410368",71.577,79.755,63.626,82.484,83.958,118.188,41.598,43.462,41.132,57.854,32.696,47.018,29.445,74.57,25.12,33.555,23.621,17.287
"LOC413567",103.929,107.465,73.371,93.086,94.34,76.345,100.369,83.067,69.396,84.284,70.596,63.552,81.551,89.76,59.915,88.486,68.595,62.582
"LOC552138",20.872,23.269,24.168,22.439,24.233,20.354,31.852,23.509,21.503,25.302,24.068,33.186,18.515,25.9,19.269,22.214,19.007,24.051
"LOC113218793",0.728,0.345,2.465,0.841,0.713,2.342,1.366,0.948,1.621,1.631,0.883,1.343,2.089,1.591,2.471,1.905,1.804,1.812
"LOC100576647",15.89,14.599,16.191,13.253,16.759,12.425,20.639,15.932,20.943,17.613,22.915,17.504,18.669,16.062,18.221,20.229,24.028,21.354
"LOC100576745",42.673,57.805,52.352,39.772,47.715,49.474,17.714,30.07,24.876,27.989,24.368,25.648,26.738,23.108,19.973,21.716,25.553,19.668
"LOC102655235",0.523,0.793,0.335,1.037,1.928,0.506,0.801,1.135,0.856,0.488,0.495,0.934,1.136,1.13,1.556,0.616,1.905,0.904
"LOC107964473",0.538,0.392,0.414,0.548,0.68,0.937,0.989,0.6,0.616,0.903,1.324,0.346,1.502,0.896,1.92,0.76,0.783,0.836
"LOC726874",49.151,49.797,47.347,43.107,50.432,53.14,105.095,69.335,94.735,69.544,98.182,72.675,61.661,62.959,84.976,58.847,62.755,78.29
"LOC100578400",0.158,0,0.152,0,0.187,0.076,0.072,0.073,0.065,0.074,0.149,0,0.294,0,0.282,0.209,0,0.204
"LOC724408",18.302,20.341,20.038,21.945,22.599,19.569,24.474,19.013,23.413,19.218,20.782,21.66,18.67,20.614,21.645,22.619,20.634,22.39
"STT3B",230.163,243.817,197.832,248.807,231.518,209.577,245.82,239.864,220.056,205.155,219.444,246.353,232.912,240.265,232.584,229.429,207.163,238.921
"LOC100576454",2.603,1.666,1.32,1.628,1.898,1.884,0.473,0.452,0.585,0.72,0.433,0.583,1.305,0.953,1.175,1.036,1.12,0.544
"LOC725630",247.912,221.198,216.967,196.09,201.815,217.052,238.105,235.343,252.259,273.979,305.753,232.284,245.903,227.256,269.214,264.199,261.452,256.433
"LOC408727",28.054,13.24,15.133,17.381,9.347,7.148,15.415,10.196,11.149,15.086,11.151,15.01,10.108,8.642,10.077,9.64,7.066,8.91
"LOC102655530",0.458,0.417,1.259,0.389,1.189,0.697,0.421,0.122,1.018,0.488,0.806,0.421,1.28,0.788,0.526,1.851,1.132,0.848
"LOC100577744",0.162,0.148,0.312,0.965,0.513,0.314,0.149,0.151,0,0.757,0,0.174,0.302,0,0,0.143,0.148,0
"LOC408470",70.037,91.752,68.907,65.51,82.082,64.958,76.624,94.232,76.577,104.775,81.05,94.558,50.285,73.502,36.174,47.311,50.908,45.916
"LOC113219090",0.192,0.174,0.184,0.054,0.404,0.186,0.352,0.059,0.052,0.238,0.242,0.137,0.179,0.177,0.057,0.056,0.175,0.055
"LOC113218961",0,0.061,0.129,0.114,0.213,0.065,0.062,0.251,0.11,0.314,0.064,0,0.125,0.062,0,0.179,0.123,0.116
"LOC726047",56.84,52.63,48.653,58.685,49.5,50.623,43.925,48.86,47.033,46.463,50.576,52.355,61.792,51.245,68.581,64.627,65.703,74.064
"LOC409212",17.06,23.893,15.412,19.995,20.906,20.339,10.737,13.094,16.28,13.825,11.041,14.235,9.371,21.538,11.246,13.356,10.458,12.419
"LOC551501",23.131,20.745,26.339,22.733,20.459,23.631,13.49,14.237,12.953,16.856,11.933,14.065,19.24,16.09,15.052,14.902,21.326,13.625
"KEF36_t08",14.909,5.817,4.096,5.429,6.731,12.378,70.492,31.697,47.074,23.845,58.489,11.417,21.821,19.721,38.031,13.178,48.488,53.378
"LOC100577455",10.943,12.836,11.804,12.607,15.151,22.202,10.968,9.996,12.913,17.2,11.203,11.944,10.376,13.008,8.406,8.583,10.819,10.693
"LOC102656497",0.485,0.331,0.7,0.309,0.288,0.117,0,0.564,0.496,0.226,0.345,0.39,0.904,0.337,0.433,0.322,0.221,0.524
"LOC113218778",1.034,0.51,0.829,0.329,0.783,0.709,0.356,0.481,0.705,0.643,0.326,0.185,0.401,1.396,0.615,0.495,0.628,0.149
"LOC100578187",3.814,9.067,5.807,2.655,9.208,9.441,3.507,3.055,3.426,3.608,3.16,1.931,2.714,4.022,2.459,2.575,3.521,2.426
"LOC413840",36.153,32.784,32.417,31.938,37.426,36.828,40.837,32.291,29.536,31.115,35.257,32.133,33.539,32.677,34.139,33.035,29.454,34.226
"LOC724555",0.672,1.049,0.185,0.816,1.138,0.465,0,0.536,0,0.09,0.364,0.206,0.358,0.356,0.171,0.34,0,0.083
"LOC410157",25.638,27.908,35.603,25.909,23.717,41.876,27.889,22.588,23.594,27.41,20.734,29.194,20.394,24.844,19.833,19.142,18.634,23.67
"LOC410749",41.004,47.814,42.103,46.723,38.743,43.727,43.734,44.012,45.265,40.564,41.508,46.398,41.202,40.586,39.901,42.179,42.583,42.201
"LOC102655814",14.054,16.279,16.941,16.678,13.894,29.845,10.919,10.096,9.155,15.636,8.154,9.55,12.168,15.609,9.013,10.556,8.532,5.417
"LOC408358",30.835,26.986,26.944,40.462,34.696,30.824,17.458,21.498,18.721,16.324,11.04,17.979,22.517,28.136,17.537,22.555,16.851,9.366
"LOC411959",1793.501,1634.306,1758.908,1967.142,2293.495,1265.547,437.047,504.466,402.065,450.709,377.879,403.162,776.302,1021.838,440.417,703.82,666.624,309.613
"LOC725935",25.214,20.211,22.917,21.754,22.192,26.689,29.669,21.309,27.52,24.152,27.671,21.215,29.231,20.292,36.949,31.595,33.23,39.903
"LOC412314",7.373,7.407,8.516,6.228,7.5,9.07,7.752,8.001,8.463,8.381,9.108,8.45,8.051,7.454,8.89,9.326,7.64,8.239
"LOC726093",736.789,750.504,695.311,686.423,646.504,689.198,422.39,570.854,497.372,675.526,560.414,603.269,654.535,590.311,527.726,604.686,515.981,420.954
"LOC102655449",1.06,0.579,0.985,0.69,0.977,0.684,0.909,0.887,1.012,1.153,0.636,0.379,0.658,0.72,0.442,0.468,0.611,0.458
"otd2",3.274,3.158,3.186,2.616,2.648,3.096,2.616,2.32,2.201,2.8,3.063,2.549,3.267,3.031,2.436,2.308,2.662,1.819
"LOC102653638",0.173,0,0,0.049,0.137,0.112,0,0.054,0,0.107,0.164,0.062,0,0.053,0,0.051,0,0.05
"LOC725134",0.886,1.303,2.032,2.316,2.369,2.046,2.632,2.029,2.957,1.653,2.582,2.046,2.158,1.956,2.251,2.59,2.979,3.181
"TRNAR-ACG_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC413056",10.93,42.412,32.222,11.664,28.634,24.388,58.381,41.697,36.909,62.097,51.63,40.946,52.661,29.037,18.472,25.591,52.079,23.166
"LOC410883",46.623,48.253,41.7,42.382,40.646,50.512,57.456,43.235,47.562,56.058,52.202,41.629,44.085,35.953,40.361,40.207,45.683,43.109
"LOC725287",12.82,12.385,11.952,12.272,12.032,10.357,21.977,15.778,17.46,12.692,18.714,16.566,12.827,13.788,16.944,12.321,13.612,19.643
"RpLP1",1855.849,1711.8,1845.811,1797.421,1989.138,2041.626,1715.645,1762.724,1808.764,2266.912,2117.407,1754.994,1897.11,1723.608,1678.003,1933.301,2074.477,2147.487
"LOC102654730",0.392,0.581,0.377,0.208,0.62,0.285,0.226,0.319,0.12,0.366,0.046,0.263,0.183,0.454,0.175,0.13,0.313,0
"LOC411622",185.134,647.465,687.829,281.122,418.514,675.592,298.962,592.021,517.097,885.293,527.025,500.486,682.529,546.523,305.374,349.01,603.238,284.175
"LOC100577139",44.006,35.411,50.948,44.612,42.547,52.105,26.71,34.051,31.15,37.709,29.241,28.175,47.057,36.889,32.426,38.117,47.014,21.565
"LOC410294",58.438,53.684,49.299,52.788,47.424,53.435,43.155,51.021,47.146,57.768,57.935,46.254,55.313,45.123,47.371,55.288,49.758,49.5
